"handle","followers","following","retweet"
"StineEckert",2332,2268,false
"MACKabiVIPer42",2758,2415,false
"GetMidnightBlog",46,314,false
"ginaparnell",2832,4948,false
"FirstBook",44002,3013,false
"ollivier_yves",3271,1036,false
"FuturityNews",20087,1140,false
"carhigueramd",482,123,false
"HowILostAllMyFs",1246,658,false
"cuvee_corner",22202,11876,false
"family_inmate",318,86,false
"Geute_Ketel",4749,4669,false
"CleveClinicFL",5640,1523,false
"ReporterPhoenix",29610,32276,false
"cloud_alejandro",232,485,false
"MungutiSamuel3",2732,4113,false
"queentatiana",12880,3372,false
"ForumNetwork",1927,1644,false"handle","followers","following","retweet"
"NostalgiaPrep",3,50,false
"germanfrancie",2232,2304,false
"JPaganoFitness",802,839,false
"1WithTheFlow",6110,4675,false
"tferrariEGI",519,133,false
"GMtekst",70,175,false
"FarahGhuznavi",2510,119,false
"FRiversong",495,44,false
"CurlTheBoat",96,316,false
"InFluentialMag",2582,1183,false
"Tsholoo341",9682,8446,false
"CContiguglia",1,5,false
"MonwabisiKete",13308,13901,false
"Matt_Stovall",78,220,false
"Peabss",1888,1226,false
"albinoanaconda",862,325,false
"lisa02594983",2252,4990,false
"Edinburgh_forum",1641,49,false
"ryl5858",1575,316,false
"LauraLxH",345,846,false
"mrwigb",19,63,false
"mcbravegames",26,118,false
"Elizabe47856104",7,57,false
"blithespirit888",185,627,false
"LynnCatWalters",19856,21842,false
"TampaEFL",1708,1021,false
"RacingXtinction",42077,1744,false
"Adamsmorgan14",59,587,false
"charlotte_evel",840,1202,false
"AUG_Health",4335,501,false
"ThinkInSysDev",769,4479,false
"OfficallyOzone",84,136,false
"Heronman68",184,919,false
"tyfreeman93",13,24,false
"scottishcurling",3520,428,false
"earth_to_aj",429,629,false
"zajaczkowska_m",266,248,false
"TerenceDean11",29,303,false
"DonnaKBushEnter",230,2116,false
"igor_os777",4578,2995,false
"FreckledGirl6",1122,1571,false
"DonnaBushSpeaks",174,1393,false
"LolliPaola",60,8,false
"dmitchellYOW",7170,6063,false
"WandaThibodeaux",3859,3754,false
"DonnaKayBushMin",282,1951,false
"FoodFitFaith",109,224,false
"TILT_SHIFT_",436,685,false
"saferstreetsny",107,103,false
"Joeanthony_nyc",359,213,false
"ZorynaODonnell",3293,2884,false
"CardioInstitute",2450,742,false
"SamanthaBenigno",565,388,false
"dlhampton",7339,4398,false
"sincerelyessie",5935,157,false
"LovingBlogs",28043,1,false
"fedy_bien",149,117,false
"RebeccaNeely1",4503,4516,false
"amanda_soto",294,1020,false
"simeon95260",1198,310,false
"ViolaJustin",165,146,false
"pcfaust",750,1227,false
"LauraMcShaneCLE",2669,4998,false
"Wrestlingleeds",4713,586,false
"UKScreenSkills",67646,405,false
"n0tthatsirius",205,194,false
"DrKanisha",8435,564,false
"unocorbus",2146,3827,false
"DroppedmicAgain",1178,867,false
"KarenSalitis",6662,7206,false
"deanas1967",71,481,false
"toschie",1687,4433,false
"leftybookophile",2781,2818,false
"newswise",15494,36,false
"camonks1",326,577,false
"CSteveSimms",2415,4651,false
"BrendaPerrott",11636,12791,false
"mrs_chu",1308,2558,false"handle","followers","following","retweet"
"VaibhavMTrip",1641,425,false
"tatia_1987",20,72,false
"mindoverlatte",328,209,false
"esterdegennaro",48,70,false
"k__rai___",414,568,false
"DSDane1",49,118,false
"avinashasks",2207,4736,false
"giuno73",359,261,false
"EnverSonbay",39,245,false
"randallme",144,444,false
"arifetopak",7,18,false
"EdChatEU",9461,4224,false
"ssaurel",5978,5942,false
"eu_schoolnet",22621,3321,false
"The___Johnny",1285,1717,false
"H0uc1ne",1158,897,false
"EmeraldAuthor",3353,3389,false
"Linekid1337",55,222,false
"fluffycakewhore",2612,2589,false
"wtliang1",475,352,false
"vanisethiya",29,81,false
"cybersec_feeds",5332,0,false
"JRsagittarius",619,1561,false
"AnalyticaGlobal",1786,1,false
"electronicsperu",32,233,false
"ChinaPlusNews",767864,244,false
"josufang",1839,243,false
"BruceHodgesNY",2822,2792,false
"thezenjournal",55,65,false
"zerost8te",72,198,false
"specklight",602,929,false
"TheAwkwardGOP",2357,4826,false
"Violette_Author",2480,3762,false
"JJaazzee1",14945,15882,false
"skinner_jas",286,219,false
"PennilessScribe",58871,48048,false
"robinkoretsky",778,696,false
"DaRealManicMike",88,269,false
"Tributescom",48210,113,false
"OldVet8",1918,4106,false
"frankdugan",13582,14591,false
"geoffryhirose1",1957,5000,false
"Wherever_I_Look",1597,101,false
"Apache0132Games",353,589,false
"PolitJunkieM",5299,5820,false
"tophrrrr",1574,864,false
"KathleeRowlands",2394,4996,false
"silentseawolf",10036,9410,false
"HeartsatPlay",8349,8286,false
"malllige",9344,145,false
"sincerelyessie",5935,157,false
"LovingBlogs",28043,1,false
"azim3535",10183,10825,false
"fwash222",615,1352,false
"dlhampton",7339,4398,false
"HeavenntHarvard",3084,3487,false
"RebeccaNeely1",4503,4516,false
"Cynthia61890872",488,2510,false
"derrick1051",680,130,false
"geerlingguy",8132,3091,false
"KelleyHazen1",4007,4016,false
"MikeHrochSHL",1,0,false
"tksollamuthu",6632,6614,false
"wowwgran",503,1158,false
"qlippers",278,330,false
"stevenmastin",341,435,false
"BizRadioUK",5522,5919,false
"Noah_A_S",3260,4998,false
"NRamasarma",454,1432,false
"RuthIsWriting",142,79,false
"AmbassadorAtl",18,32,false
"DominickAlbano3",2799,2743,false
"Parkerakcent",1,0,false
"TeamSWOMI",537,215,false
"rebjefwill_j",120,234,false
"shallowbaybb",1011,902,false
"elle_v__",3364,4985,false
"DMJJ14",1095,1383,false
"eLearningBros",13832,1708,false
"RockvilleSue51",2681,3304,false
"mindoverlatte",328,209,false
"RockvilleSue51",2681,3304,false
"integrativerdn",2616,604,false
"RockvilleSue51",2681,3304,false
"KeyhanTheWeirdo",76,508,false
"MangoBilling",1738,1817,false
"thegentsjournal",31540,4111,false
"TweetingTomTom",29,88,false
"hdahlke2016",734,2409,false
"HaikuHare",15131,15640,false
"LivingOrderSA",4839,3991,false
"ORIANX19",114,199,false
"alldayscientess",52,104,false
"lanniewright",71830,73145,false
"LUISALBERTOREA8",2635,4365,false
"MrMPearson",218,917,false
"JanisUrban",496,738,false
"charliesmithvcr",16715,6237,false
"Werereader",578,638,false
"TheNicole_C",4655,3935,false"handle","followers","following","retweet"
"CherKalleck",12294,13154,false
"WigwamDentCare",54,27,false
"incorbynsname",5509,4882,false
"Lakemeaddental",79,163,false
"VoiceasaLeader",31966,30699,false
"Elohssa412",119,1102,false
"justin_indyk",284,794,false
"HinkleyPoint1",372,1895,false
"JD__Espinoza",512,596,false
"rohit2345689",153,344,false
"fotoGnique",1452,4981,false
"dlee1349",1541,2681,false
"bmariaam",1391,3205,false
"DrJamesTaylor1",118,306,false
"FreshSpellbound",13260,13947,false
"vwheato",21468,23534,false
"lacchhuu",2027,340,false
"TenebrisKitty",341,39,false
"CarolLaRue",6828,6091,false
"OlimpicoLearn",244,631,false
"zafirzia",1002,5001,false
"joshthackston",224,151,false
"DawnLeane",114,136,false
"WGCommunityCare",57,401,false
"ideaMuseumMesa",1413,1169,false
"GetGraderAide",928,71,false
"adedapoben",1353,3070,false
"MichaelKaloudis",599,556,false
"OttTransitRider",2688,3334,false
"landg_usa",994,532,false
"discountremedy",64,55,false
"HBSAlumni",18988,7616,false
"ajgma",4157,5017,false
"ForbesCarbines",145,366,false
"mrs_smashysmash",53,73,false
"rascality",4222,1721,false
"watercutter11",2938,2913,false
"josufang",1839,243,false
"ClearSpringRx",917,87,false
"RxUnlimited",196,5,false
"DeepakG46804076",25,195,false
"dericckkk",1313,1382,false
"indeemo",128,92,false
"cawi_erin411",271,1211,false
"true_chubaca",255,861,false
"spitztweets",340,273,false
"SanaKha95739869",8,24,false
"RonnieList",602,1027,false
"jsfoundry",6531,1022,false
"siddarthpaim",25597,2886,false
"HarvardHBS",485244,2102,false
"PathFWD",1305,819,false
"sonjacrystal",1664,674,false
"LaurenGolden",227,175,false
"sincerelyessie",5935,157,false
"LovingBlogs",28043,1,false
"Megagold81",28,88,false
"littleladybird3",3873,3990,false
"mysurecare",6,0,false
"OrdMarathoner",11401,12339,false
"RajeshRajSharm3",46,195,false
"DrCorriel",8515,2938,false
"2logicalLeaders",81,73,false
"sundaylark",11799,5996,false
"RebeccaNeely1",4503,4516,false
"gogettergroup",2434,1682,false
"ILscraps",365,412,false
"geweyz",114,306,false
"AmanSin15104178",247,606,false
"BlazeCapital",2448,46,false
"DrKarenRuskin",1607,394,false
"reach2meeran",759,161,false
"boutiqueminddoc",15,89,false
"terrencegallman",2781,5000,false
"usatncareers",833,422,false
"angiepo97112888",184,482,false
"LasColPharmacy",229,7,false
"cmpd_pharmacy",66,66,false
"MDCustomRx",19,3,false
"TriangleCompou1",10,10,false
"AustinCompd_Rx",71,8,false
"cfspharmacy",81,45,false
"pacepharmacy",3387,2837,false
"greenleafrx",26,15,false
"Safowaa_1",124,122,false
"bbogaard",5892,5473,false
"EdenHallSeries",2941,2723,false
"househustler",1036,1940,false
"KKefah",685,4580,false
"CrownRelo",1726,543,false
"BritonandDane",23737,23286,false
"WaseemUllahKhan",235,564,false
"MainChannel_",10990,10130,false
"Vegan4Animal",5329,635,false
"furkan_fan_page",1354,1237,false
"furkan_fan_",2196,1836,false
"Paul_Mastersrl",1512,560,false
"snitum39",628,476,false
"SBADHESIVESBY3L",5001,1439,false
"ResearchRocks",7701,1698,false"handle","followers","following","retweet"
"julesserkin",10784,6945,false
"GSerkin",3280,3778,false
"millenniumrx",8,10,false
"RosvoldPharmacy",7,7,false
"capedrugs",8,2,false
"CanMenno",2049,814,false
"ravaghi",23213,13794,false
"Find_UR_Y",319,399,false
"Thabang_Mr_Nare",1009,1301,false
"TheSHAIRpodcast",7162,6848,false
"zenjk0",1546,4998,false
"Clarelmadgin",56,247,false
"ArabyAds",1050,438,false
"hutton647",895,1619,false
"SkipPrichard",452331,214384,false
"francesca_are_",626,1318,false
"RossSchumann",51,92,false
"resultsinamonth",314,712,false
"precisionbehavr",2669,2528,false
"furkan_fan_club",1976,2141,false
"sincerelyessie",5935,157,false
"aminfilm936",79,154,false
"SatyendraNirma6",19,93,false
"ChadumPoy",511,239,false
"andreaspeaker1",114,2033,false
"AndreaFaythe",1909,5001,false
"sercoleisure",542,702,false
"LovingBlogs",28043,1,false
"JKChangeWork",469,1006,false
"SU4LOnline",35,27,false
"WilloStars",115,67,false
"himanshupatil12",223,123,false
"PEOSpectrum",351,439,false
"RebeccaNeely1",4503,4516,false
"diversein",1238,2202,false
"furkankarayel",2488,3880,false
"ketteringhour",852,658,false
"YolandaSpearman",1069,1917,false
"Syed_Ather_Ali",211,376,false
"ConfCallUK",404,1049,false
"MomWifeWine",4490,4284,false
"passeli2",214,256,false
"Sairy_Fairy19",105,396,false
"samsonabanni",42,241,false
"Tariq_Adil_",1410,1360,false
"LighterLifeFast",3548,3115,false
"adeshubommi",45,28,false
"zalmayzia",20110,864,false
"SamarSi45356866",89,201,false
"Wallace_Wallets",40,265,false
"ozhomeschool",2622,3583,false
"OldGreyRabbit",1648,4072,false
"tshitla",223,700,false
"robertkoboxing",1283,3141,false
"KaceyKells",11248,7848,false
"AbbeyBlackSwan1",1282,1497,false
"elizheleva",504,419,false
"GaryMortimer17",8658,8156,false
"LilianWrites",20494,19386,false
"Author_C_Allen",1250,2000,false
"AbhishekGut",1193,84,false
"bestfin1",2755,1812,false
"Innoopia1",42,25,false
"Avinesh42129380",108,502,false
"hongxincanary",24,59,false
"34FryingpanA22",5540,5667,false
"ParshuramOjha10",309,359,false
"JohnEva73484270",362,547,false
"MolpariyaAnkush",48,37,false
"MolpariyaAnkush",48,37,false
"LukmanAmethi11",3,54,false
"im_S_pandey",1351,92,false
"AusAntiLeft",21945,22065,false
"JRsagittarius",619,1561,false
"TudorTweep",55551,57105,false
"vgoode25",96,318,false
"Novalis93617863",279,318,false
"deepali_sen",469,159,false
"YasmeenArif4",255,2192,false
"LIMITED2293",307,802,false
"electronicsperu",32,233,false
"Yadav2Ramendra",147,621,false
"AnalyticaGlobal",1786,1,false
"Zanele_Shenge",6493,598,false
"linlanee_luli",687,2110,false
"ChinaPlusNews",767864,244,false
"Himansh38177077",20,34,false
"MMM73479722",3734,4106,false
"Travelnpack",9654,3989,false
"ashvinmisra",3445,660,false
"somarsd1220",25,58,false
"ASHISHK75533711",26,125,false
"Praveen96487299",45,260,false
"adchamberlain",2025,41,false
"DarrenW53536005",461,544,false
"lizhkelly",12829,12025,false
"GovindGiri575",490,255,false
"AtaHussainKhan",91,183,false
"BOthaBeast",267,346,false
"r_luba",1240,1891,false"handle","followers","following","retweet"
"Abhishe29920727",9,30,false
"writtenworlds1",1235,1917,false
"writingkat63",1942,4998,false
"ORIANX19",114,199,false
"Sensei_Guru",116,334,false
"Surfcityslicker",8806,9666,false
"Davey4Life",974,956,false
"stevebivans",7896,8431,false
"Legacycorp",1142,40,false
"ORIANX19",114,199,false
"Mysterious_Leo5",1523,909,false
"Yela_BoneBanana",560,596,false
"RathiS26054567",25,248,false
"ibzlHSbJ6velAMB",48,280,false
"incshivamtyagi",181,1228,false
"christianmingle",12477,199,false
"PaysHerself1st",134,162,false
"JoshinYasha",463,130,false
"ORIANX19",114,199,false
"ORIANX19",114,199,false
"JeaninaFilipina",86,44,false
"Agorapulse",11294,8323,false
"jennifermattson",4555,4061,false
"BNSinghBobby",2512,5001,false
"Vegan4Animal",5329,635,false
"frpaul1",847,354,false
"mindycancook",7358,2518,false
"KGE_hockeyfan",236,306,false
"db979527",1827,3833,false
"tys526",87,309,false
"lilmikesf",1557,1400,false
"lilmikesf",1557,1400,false
"Quartermainiac",211,408,false
"lilmikesf",1557,1400,false
"lilmikesf",1557,1400,false
"KamalDi29221035",93,397,false
"xJayRawri",7197,7506,false
"AshokUpadhyaya4",277,149,false
"itsahotdogtree",733,934,false
"reicbrh",46,2970,false
"AnkitS_ingh",720,393,false
"MintOminty",576,196,false
"Abhinav12989894",83,54,false
"PremierPaperCM",3081,1505,false
"tj669701",147,597,false
"angiepo97112888",184,482,false
"ConciergeLevel",985,948,false
"Cooking_Detroit",1039,3509,false
"atropized_m2",6306,143,false
"IHarjeetR",7009,236,false
"StayBillety",589,1269,false
"Yug7778",187,612,false
"tilyoucollapse",656,5,false
"Pratibha5291561",69,121,false
"manishtiwari60",973,3106,false
"Oye_M_G",80,23,false
"seatoskyremoval",660,2417,false
"DominickAlbano3",2799,2743,false
"NedlineO",1,11,false
"NOLAVeganDiva",392,495,false
"A1exCunningham",605,653,false
"JessicaKFoster",3641,3717,false
"BKforBernie",2751,911,false
"CyberSecurityN8",997,1,false
"CyberSecurityN8",997,1,false
"sectest9",28861,1,false
"Minique_LAnge",160,1278,false
"bstephens418",45,139,false
"ScharffK",3712,3308,false
"MamaBeFrugal",1923,1855,false
"PromptAdvant",1465,1202,false
"A4Ny14",5566,6094,false
"MorganBallantin",653,997,false
"ScalarHumanity",4202,4906,false
"rodgers_carmel",2189,4657,false
"simasays",21124,12497,false
"1stSourceHR",976,652,false
"mbrinkerhoff",3852,2917,false
"Alex_S_Cullen",1396,784,false
"Legacycorp",1142,40,false
"_open_science_",8047,107,false
"SciRecipes",58,138,false
"melrobbins",115040,260,false
"simplykaterina_",1,0,false
"LizzyMaslow_",2718,4997,false
"RetroManiacVR",1098,512,false
"Pawantiwarilive",106,378,false
"greatzootweets",1080,0,false
"francesca_are_",626,1318,false
"BullRealty",14814,14578,false
"Hazard_0643",26,94,false
"bobanfitness",41,753,false
"yourXss",1203,0,false
"JasonSDamron",849,974,false
"ipd_az",63,196,false
"simavasa",1913,1846,false
"KikiFolle",2331,3483,false
"BorskiKay",215,4,false
"niebuhrplumbing",39,153,false
"CyberTaters",10975,5199,false"handle","followers","following","retweet"
"Gerald_Auger",296,536,false
"AaronRZiegler",2730,4918,false
"AaronRZiegler",2730,4918,false
"JohnRedins",1817,4997,false
"joypark25716737",4,16,false
"OttTransitRider",2688,3334,false
"BYDNetwork",10100,6858,false
"Michell44152518",1128,1027,false
"TinyHomesRule",2215,4422,false
"OneDelightfulL",1642,1867,false
"SucceedwithSCL",102,101,false
"emmaburnett43",190,159,false
"HarpreetKhara",7702,1485,false
"BeMyHealth",1603,106,false
"itscatburnett",8,28,false
"Ratnesh87008548",451,409,false
"MadQueenStorm",22936,6552,false
"SciFiRoom",247,134,false
"pawpaw_ray",6702,5537,false
"ElshaHawk",4989,5391,false
"HawkandYoung",3478,4999,false
"IamJitendra9792",1093,1480,false
"sanzeri1",177,91,false
"swdetny23",147,338,false
"AI_Modeller",457,523,false
"HappyMRxP",166,1,false
"Umeshku97797185",480,1993,false
"Sunilsi93408701",448,524,false
"sanjayamethiSP",4260,1167,false
"Gr8Recruiter",55,142,false
"acmaurya66",8206,7188,false
"khyatigarg_ips",4368,157,false
"clearifirx",0,0,false
"RFrost2018",8,473,false
"JinShinInstNYC",61,102,false
"debsmikdav1",5896,8587,false
"prestdentalloft",144,374,false
"Honolulu_FP",61,10,false
"RecoveryUnplugd",2118,872,false
"FishFortWorth",52,125,false
"fishwindowclean",1448,548,false
"SagebrushTimes",179,478,false
"dougiefischer",28303,3771,false
"ashleighpetters",144,128,false
"fulcrumapp",2959,1841,false
"ascpgchart",59,341,false
"TurfMutt",1992,1805,false
"psych101",12877,4351,false
"BeautifulSouthM",3864,2110,false
"NYWFP",14666,2854,false
"ogaziba",281,2330,false
"skywordCM",3556,1563,false
"DanielBZhao",241,170,false
"Gr8Recruiter",55,142,false
"JMcDonaldPR",295,912,false
"GardenCity2027",44,89,false
"MikeJToronto",610,1011,false
"truth4real",3089,2777,false
"enelaaaa1",8,39,false
"mindoverlatte",328,209,false
"FuturityNews",20087,1140,false
"Crosskeys12",303,175,false
"SocialistMail",2801,2624,false
"opusnique",15,10,false
"BrienShane",187,297,false
"NasserKashou",97,304,false
"roberthalf",24222,9359,false
"syhawkes",2918,2818,false
"LabourElect",1688,4543,false
"RPERALTA6322",4121,4544,false
"skyfew",3043,3845,false
"Lisaraniray",324736,595,false
"majoseo23",880,1977,false
"AUG_Health",4335,501,false
"heidithorne",6308,7064,false
"kat_noelle",504,389,false
"AttyChristine",2426,2218,false
"RacheyHall1",121,155,false
"twobeersuntil",112,166,false
"2logicalLeaders",81,73,false
"Man_Student_Hme",1805,1156,false
"BOS_Staffing",546,454,false
"healthwatchNEL",1557,231,false
"DebjitSen",1136,1902,false
"jlwallen",5558,3176,false
"Nalmen",76,242,false
"AnnMarieByrnes",818,3787,false
"pangeabear",2060,2300,false
"BuffaloTraceDHD",144,321,false
"ecammtweets",2781,583,false
"DoughBoi111",240,233,false
"amber_prothero",39,41,false
"leonard98804706",0,47,false
"SundancePayment",61,30,false
"Solargroupies",8737,1843,false
"IyanaMusic",6153,6862,false
"LooksGoodOnYu",6583,4707,false
"FASHIONARTISTA",11877,6934,false
"TatjanaAp",10500,6307,false
"HawesTeam",954,787,false"handle","followers","following","retweet"
"TeaProUK",3016,2095,false
"kargadan",7620,2106,false
"RealEstateBSH",32,168,false
"ykslyskyd",250,713,false
"charli_says",2628,1299,false
"TalkDalmatian",197,653,false
"KuglerVision",2808,2097,false
"Mary79993746",1788,4964,false
"SpeakHispanicAd",429,480,false
"rongill",223,480,false
"laponsiej",62,70,false
"Impact_bydesign",339,719,false
"100ninjas_power",45,40,false
"glasssquidio",875,4050,false
"oonshogan",795,395,false
"InsightDIY",4262,3986,false
"train2behappy",140,154,false
"YIPNewYork",536,610,false
"billyt_1984",193,822,false
"ZHighflyer",268,264,false
"PCICollegeIE",770,361,false
"cipherEquality",2818,499,false
"ReadersDigestIN",1007,154,false
"ezstorit",2118,2077,false
"TRE_320",1605,199,false
"VinandSky",693,666,false
"PolishchukVlady",818,2664,false
"bosmedicalstaff",11,0,false
"ShituYakudima",11158,5999,false
"jkhoey",24123,676,false
"dhiraj_yedaskar",31,286,false
"LearnSpanishPC",8,7,false
"lars_teeney",6040,1974,false
"brendaoncats",5303,5841,false
"Epsilon_India",1418,260,false
"Suzymarxist",14,76,false
"CoachMarkFinney",53,105,false
"DassaNajwa",171,247,false
"tengganukite_",259,768,false
"twobeersuntil",112,166,false
"Jakerfuffle",84,208,false
"PureArgan",1360,2514,false
"MissMalini",2754876,4250,false
"SirPengin",203,308,false
"AdaNihan",623,819,false
"cee4cat",3557,941,false
"kenmccoll",582,62,false
"hanejolly",597,1349,false
"katherine_keb",52,79,false
"Clarelmadgin",56,247,false
"SaraGomezAranci",2026,497,false
"ItsFootballNot2",446,2208,false
"SU4LOnline",35,27,false
"VeblrOfficial",2057,3,false
"lipotrimuk",357,1085,false
"Norvelltan",1411,386,false
"dangermarin",3393,1161,false
"TheBadCatMan",7,17,false
"TheBadCatMan",7,17,false
"SingleSarcasti1",16,20,false
"bloggerspassion",17085,432,false
"homeworkminute",32,71,false
"HailsAllex",1517,1955,false
"ZyraKuma",51,95,false
"jawed_aysha",20,447,false
"MichiganWave",998,1505,false
"zahra17956207",27,89,false
"jkila",1562,599,false
"DonLoganII",123,256,false
"Bowowzzer",312,165,false
"Bowowzzer",312,165,false
"r_yanpric_e",194,618,false
"MarvelandDCguy",113,597,false
"electronicsperu",32,233,false
"electronicsperu",32,233,false
"AMTrammel",100,1260,false
"leftybearcub",716,437,false
"escapeindiepub",717,2514,false
"MortgageUpdated",21957,14442,false
"writorwrong",234,668,false
"jornalistavitor",36015,39570,false
"MingSGS",4,93,false
"Polli_Chi",24,57,false
"markhauk08",56,154,false
"memeologist101",101,727,false
"SteveO_in_AZ",1186,3116,false
"Earthand_Water",5897,5994,false
"kellyrogers78",21,173,false
"TrepLaw",12126,13638,false
"vicky_hlm",7,59,false
"tonyyyystarkkk",241,580,false
"crankthatcraft",98,244,false
"stevenw49242489",3,12,false
"CoachRitaB",250,428,false
"MemGardenaHosp",400,617,false
"icareviews",735,853,false
"Zanele_Shenge",6493,598,false
"alsmith2050",8073,7759,false
"AThirstyScholar",41,95,false
"dhstandup",22,138,false"handle","followers","following","retweet"
"AnalyticaGlobal",1786,1,false
"riadrakie",550,333,false
"yuvi_nation",3898,3075,false
"Jalo_Sadeeku",1045,1735,false
"ChinaPlusNews",767864,244,false
"ladyhoop13",241,1026,false
"FoundFamilyPod",132,259,false
"WisdomOfLeaders",65,294,false
"yuvi_nation",3898,3075,false
"filmcourage",138615,2757,false
"poppyypoy",631,529,false
"WriterFat",2,5,false
"WillJGY",358,718,false
"SweetAlexaLove",1932,2347,false
"tiaali",1666,2747,false
"vjpitch",593,3141,false
"MomWifeWine",4490,4284,false
"stevietimeswfc",742,1144,false
"Stokiemartb",24,214,false
"FayeWheeler_",494,578,false
"memeologist101",101,727,false
"TysonLopez_",146,297,false
"YodaCera",53,226,false
"TheBookofHelp_",1777,4326,false
"mindoverlatte",328,209,false
"margaritateresa",8820,7225,false
"mscarolyn53",99,368,false
"IAmSophiaNelson",58420,961,false
"SJohnsoLovely",341,341,false
"lifewithla_",47,242,false
"cbabcoach",2067,1005,false
"Switchy625",946,3663,false
"styles_hayes",1625,934,false
"thenextrushmag",427,46,false
"Christy_LCSW",70,317,false
"FoxyFitness_",1767,2145,false
"WayneWTP",167,557,false
"Arcotthedragon",422,707,false
"Arcotthedragon",422,707,false
"HBSAlumni",18988,7616,false
"mjwarduk",236,112,false
"reimerova",11,63,false
"simasays",21124,12497,false
"angelvillanueva",170,176,false
"faithyG80",24,110,false
"WriterRozWarren",1781,2279,false
"spchamp",1779,4996,false
"NationalRelief_",7872,5770,false
"UptownAustin",6310,126,false
"tfreud",1374,3801,false
"moshskeet",177,177,false
"SemperSavage",24,60,false
"MarcusEvanse2",34,207,false
"zoos_aquariums",24407,3886,false
"elitesingles",1999,325,false
"TillamookCoWell",4,13,false
"CGRedefined",2214,339,false
"TinTinResists",1591,2400,false
"SCOFFQUAFF",5501,5446,false
"CordonOfficial",1145,2555,false
"francescadipisa",422,672,false
"StaffsSurge",1179,186,false
"mariam_durrani3",90,294,false
"HarvardHBS",485244,2102,false
"SportsTapePro",44,111,false
"Karens_Naturals",1252,4752,false
"Blackswan725",878,495,false
"Maxdamage962",1713,2613,false
"Vegan4Animal",5329,635,false
"GavinWhitfield7",85,168,false
"Now2NextWoman",997,307,false
"LifeIsUrJourney",5726,6069,false
"SoulSentiments",2685,205,false
"memeologist101",101,727,false
"GetGraderAide",928,71,false
"sandraleetexas",13,52,false
"ordainedstrengt",104,515,false
"cold_brian",50,73,false
"bostonbirdfest",176,866,false
"ni_is_she",2514,4982,false
"dingmanschoice",850,1264,false
"IAmSophiaNelson",58420,961,false
"FairchildGarden",11105,1107,false
"StartingPoint_",854,735,false
"ElLeo_007",103,174,false
"EliteAthGear",26140,750,false
"mstinamena",47,97,false
"2logicalLeaders",81,73,false
"DrNoorUSHealth",153,764,false
"memeologist101",101,727,false
"KaraRowanBooks",767,767,false
"StaciaDavidson",430,261,false
"pj_hoover",3408,574,false
"korabosmanaj",570,588,false
"Steven02250384",16,91,false
"AlanaCraigen",747,1607,false
"bitacademypage",138,339,false
"TheCCoalition",27308,7288,false
"RedTreeRecruit",1177,1699,false
"Amanda21278519",704,1426,false"handle","followers","following","retweet"
"lipotrimuk",357,1085,false
"MarcoBubba",303,289,false
"RichardHPierce",1283,933,false
"five_rivers",1010,934,false
"BrendaPerrott",11636,12791,false
"EnsLucas",93,2,false
"DRichFIT",1206,1123,false
"Kevinpsb00",2489,5001,false
"shimps0107",826,547,false
"kensimon395",227,391,false
"memeologist101",101,727,false
"CaesarRondina",36578,34007,false
"Aura_Soundz",108,251,false
"KLBinette",104,537,false
"NicholasSinko",5,54,false
"dera_kristine",135,670,false
"farahflor12",118,731,false
"LordSillion",0,5,false
"CulinaryChi",39,60,false
"richteditor12",743,594,false
"Friends097685",289,369,false
"Vegan4Animal",5329,635,false
"MaryWar30755152",417,397,false
"MaryWar30755152",417,397,false
"RuschyD",16,58,false
"HeatherQuisel",453,415,false
"COGovTweets",913,0,false
"MistyVicious",1292,2554,false
"memeologist101",101,727,false
"AleahGrimshaw",4,30,false
"bostonbirdfest",176,866,false
"ariellelondonMA",53,441,false
"WandaWen",700,71,false
"soolip",3802,231,false
"laidbackfrench",227,31,false
"BeverlyWillett",2784,2637,false
"sylvez92",947,2109,false
"FoodalBlog",1036,1742,false
"tfyhpodcast",105,224,false
"EllenAllsop",246,256,false
"vrs440",414,1072,false
"LifeinRedPod",205,484,false
"vrs440",414,1072,false
"massrealty",31704,6640,false
"comedyjames",1709,103,false
"ezstorit",2118,2077,false
"btaylorgarcia",340,1257,false
"RunnerConstant",673,1186,false
"DirectoryGroup",4714,3004,false
"AinaZatoe24",418,908,false
"dibright",3804,3078,false
"memeologist101",101,727,false
"GetGraderAide",928,71,false
"EstrellaAZLife",587,376,false
"mybeautybenefit",18,89,false
"alsmith2050",8073,7759,false
"shannalea9",1715,2833,false
"ErickEsteban",1374,929,false
"JootsPapers",46,39,false
"memeologist101",101,727,false
"beauty4ashesxox",1873,3593,false
"elizabethboquet",1114,1956,false
"lucky85xx1",9,23,false
"MikeStehn",2429,643,false
"HollyJacobs1",1703,1234,false
"Vegan4Animal",5329,635,false
"skeehner",1479,2167,false
"armandkhatri",377,128,false
"MrsCMitch",2756,4966,false
"DALynch146",1625,1927,false
"messy_tech",355,553,false
"cityhypnosis",1963,2223,false
"cityhypnosis",1963,2223,false
"HildburgCom",24,79,false
"poethiquebeauty",1287,269,false
"domgucci",1485,2385,false
"tmcunukelwa01",558,364,false
"thetravelscoop",5476,5193,false
"jgm93299329",507,1613,false
"lisajpcox1971",9,54,false
"Jonharper70bd",32524,30060,false
"SandersRecFit",227,308,false
"mindoverlatte",328,209,false
"tinacpowell",2941,2488,false
"Ninja13b",124,183,false
"the_sr_kruse",0,29,false
